Index,Price,Currency,Condition,Vehicle_brand,Vehicle_model,Vehicle_version,Vehicle_generation,Production_year,Mileage_km,Power_HP,Displacement_cm3,Fuel_type,CO2_emissions,Drive,Transmission,Type,Doors_number,Colour,Origin_country,First_owner,First_registration_date,Offer_publication_date,Offer_location,Features
403,15200,PLN,Used,Alfa Romeo,Mito,1.6 JTDM,,2010,156800.0,120.0,1598.0,Diesel,122.0,Front wheels,Manual,small_cars,3.0,white,,,29/04/2010,27/04/2021,"Lublin, Lubelskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Twilight sensor', 'ESP(stabilization of the track)', 'Air curtains', 'Daytime running lights', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rear parking sensors', 'Automatic air conditioning', 'Speed limiter', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'Rain sensor', 'Electrochromic rear view mirror', 'Dual zone air conditioning', 'Heated side mirrors', 'Multifunction steering wheel']"
404,4000,PLN,Used,Alfa Romeo,147,1.6 T.S Distinctive,,2002,155000.0,105.0,1598.0,Gasoline,,Front wheels,Manual,compact,5.0,red,Germany,,28/03/2002,03/05/2021,"ul. Kurlandzka 10 - 61-285 Poznań, Nowe Miasto (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Alarm', 'AUX socket', 'Manual air conditioning', 'MP3', 'Aftermarket radio', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'ASR (traction control)', 'SD socket', 'On-board computer', 'Heated side mirrors', 'Fog lights', 'Central locking', 'Immobilizer', 'Power steering', 'ESP(stabilization of the track)', 'USB socket', 'Air curtains', 'Front side airbags']"
405,31300,PLN,Used,Alfa Romeo,Mito,1.4 Distinctive,,2015,39450.0,80.0,1368.0,Gasoline,138.0,Front wheels,Manual,small_cars,3.0,red,,,10/03/2015,03/05/2021,"Szczecin, Zachodniopomorskie, Zachód","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Rain sensor', 'Electrochromic rear view mirror', 'Isofix', 'On-board computer', 'Speed limiter', 'Airbag protecting the knees', 'Daytime running lights', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Twilight sensor', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Air curtains', 'Heated windscreen', 'Front side airbags', 'Fog lights', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Electrochromic side mirrors', 'AUX socket', 'Manual air conditioning', 'MP3', 'Heated side mirrors', 'Rear side airbags', 'Xenon lights']"
406,13500,PLN,Used,Alfa Romeo,159,1.9JTDM Distinctive,,2008,247000.0,150.0,1910.0,Diesel,159.0,Front wheels,Manual,station_wagon,4.0,silver,Germany,,,27/04/2021,"ul. Gen. Hallera 2 - 40-321 Katowice, Śląskie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Electric rear windows', 'Xenon lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Bluetooth', 'Automatic air conditioning', 'Velor upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Rain sensor', 'Fog lights', 'Cruise control']"
407,11900,PLN,Used,Alfa Romeo,159,1.8MPI Impression,,2007,272574.0,140.0,1796.0,Gasoline,181.0,Front wheels,Manual,sedan,4.0,black,,,,27/04/2021,"Słoneczna 1 - 99-300 Kutno, kutnowski, Łódzkie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Electrochromic rear view mirror', 'Automatic air conditioning', 'Air curtains', 'Front side airbags', 'Fog lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Electric rear windows', 'Dual zone air conditioning', 'MP3', 'Rear side airbags', 'Velor upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'ESP(stabilization of the track)', 'On-board computer', 'Airbag protecting the knees', 'Daytime running lights', 'Cruise control']"
408,17500,PLN,Used,Alfa Romeo,Mito,1.4 MultiAir Distinctive,,2009,110430.0,105.0,1368.0,Gasoline,134.0,Front wheels,Manual,small_cars,3.0,red,Italy,,26/01/2010,03/05/2021,"Łącko, nowosądecki, Małopolskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Electrochromic side mirrors', 'Automatic air conditioning', 'Start-Stop system', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'ESP(stabilization of the track)', 'Dual zone air conditioning', 'Daytime running lights', 'Central locking', 'Immobilizer', 'Factory radio', 'Bluetooth', 'USB socket', 'MP3', 'Cruise control']"
409,27900,PLN,Used,Alfa Romeo,159,,,2012,127000.0,136.0,1956.0,Diesel,,Front wheels,Manual,station_wagon,5.0,black,,Yes,,27/04/2021,"Kisielewskiego 63 - 42-215 Częstochowa, Tysiąclecie (Polska)","['ABS', 'Electric front windows', 'On-board computer', 'Tinted windows', 'Cruise control', 'Twilight sensor', 'Electrochromic rear view mirror', 'Passengers airbag', 'Factory radio', 'Automatic air conditioning', 'Central locking', 'Electric rear windows', 'ASR (traction control)', 'Rear parking sensors', 'Multifunction steering wheel', 'Bluetooth', 'Heated side mirrors', 'Drivers airbag', 'CD', 'Dual zone air conditioning', 'Electrically adjustable mirrors', 'Immobilizer', 'GPS navigation', 'Fog lights', 'Power steering', 'Isofix', 'ESP(stabilization of the track)', 'Front side airbags', 'MP3', 'Leather upholstery']"
410,59900,PLN,Used,Alfa Romeo,Giulietta,2.0 JTDM,,2017,57895.0,150.0,1956.0,Diesel,110.0,Front wheels,Manual,compact,5.0,blue,Poland,Yes,25/09/2017,03/05/2021,"ul. Bukowska 146 - 60-189 Poznań, Grunwald (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Front parking sensors', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'On-board computer', 'Speed limiter', 'Daytime running lights', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rain sensor', 'Rear parking sensors', 'USB socket', 'Dual zone air conditioning', 'Air curtains', 'Front side airbags', 'LED lights', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Twilight sensor', 'Electric rear windows', 'Isofix', 'Manual air conditioning', 'MP3', 'Start-Stop system', 'Multifunction steering wheel']"
411,17500,PLN,Used,Alfa Romeo,159,2.4 JTDM 20V DPF Q-Tronic,,2007,206452.0,200.0,2387.0,Diesel,208.0,Front wheels,Automatic,station_wagon,4.0,silver,Germany,,25/04/2007,27/04/2021,"Jarocin, jarociński, Wielkopolskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Alloy wheels', 'Twilight sensor', 'Electrochromic rear view mirror', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'GPS navigation', 'Heated front seats', 'Xenon lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'ASR (traction control)', 'Front parking sensors', 'Electric rear windows', 'SD socket', 'On-board computer', 'DVD player', 'Front side airbags', 'Leather upholstery', 'CD changer', 'Central locking', 'Immobilizer', 'Power steering', 'Rain sensor', 'Rear parking sensors', 'Electrically adjustable seats', 'Isofix', 'Air curtains', 'Heated side mirrors', 'Fog lights', 'Cruise control']"
412,8900,PLN,Used,Alfa Romeo,147,1.6 T.S Distinctive,,2007,188000.0,105.0,1598.0,Gasoline,,Front wheels,Manual,compact,5.0,black,Germany,,12/11/2007,27/04/2021,"Strzyżew 40A - 05-085 Strzyżew, warszawski zachodni, Mazowieckie (Polska)","['ABS', 'Central locking', 'Electric rear windows', 'Fog lights', 'Power steering', 'Passengers airbag', 'Factory radio', 'Manual air conditioning', 'Alarm', 'Electrically adjustable mirrors', 'Immobilizer', 'Cruise control', 'Heated side mirrors', 'Drivers airbag', 'CD', 'Velor upholstery', 'Alloy wheels', 'Electric front windows', 'On-board computer', 'Multifunction steering wheel', 'ESP(stabilization of the track)', 'Front side airbags', 'MP3']"
413,29800,PLN,Used,Alfa Romeo,Giulietta,2.0 JTDM Distinctive,,2011,171400.0,140.0,1956.0,Diesel,119.0,Front wheels,Manual,compact,5.0,white,France,Yes,24/06/2011,27/04/2021,"Ostrowiec Świętokrzyski, ostrowiecki, Świętokrzyskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Rain sensor', 'Panoramic roof', 'ESP(stabilization of the track)', 'Isofix', 'On-board computer', 'GPS navigation', 'Front side airbags', 'Fog lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Twilight sensor', 'Electrochromic rear view mirror', 'AUX socket', 'Automatic air conditioning', 'Air curtains', 'DVD player', 'Sunroof', 'Leather upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Bluetooth', 'Rear parking sensors', 'Electric rear windows', 'USB socket', 'Dual zone air conditioning', 'MP3', 'Heated side mirrors', 'LED lights', 'Cruise control']"
414,1599,PLN,Used,Alfa Romeo,147,1.6 T.S Distinctive,,2002,274854.0,105.0,1598.0,Gasoline,,Front wheels,Manual,compact,3.0,black,,,09/10/2002,27/04/2021,"Wrocław, Dolnośląskie, Krzyki","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Velor upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Central locking', 'Immobilizer', 'Factory radio', 'Manual air conditioning']"
415,14900,PLN,Used,Alfa Romeo,159,,,2007,207255.0,120.0,1910.0,Diesel,157.0,Front wheels,Manual,station_wagon,4.0,black,,,30/11/2007,03/05/2021,"Żary, żarski, Lubuskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Rain sensor', 'Rear parking sensors', 'Electric rear windows', 'Isofix', 'On-board computer', 'Speed limiter', 'Tinted windows', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Twilight sensor', 'Electrochromic side mirrors', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Air curtains', 'Heated side mirrors', 'Fog lights', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Front parking sensors', 'Electrochromic rear view mirror', 'AUX socket', 'Dual zone air conditioning', 'GPS navigation', 'Front side airbags', 'Velor upholstery']"
416,22900,PLN,Used,Alfa Romeo,164,3.0 Quadrifoglio Verd,,1991,278770.0,200.0,2959.0,Gasoline,,Front wheels,Manual,sedan,4.0,black,Switzerland,,,03/05/2021,"Ciepłowody, ząbkowicki, Dolnośląskie","['ABS', 'Power steering', 'Electrically adjustable seats', 'Central locking', 'Alloy wheels', 'Automatic air conditioning', 'Electrically adjustable mirrors', 'Electric rear windows', 'Leather upholstery']"
417,209890,PLN,New,Alfa Romeo,Stelvio,2.0 Turbo Veloce Q4,,2021,2.0,280.0,1995.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,5.0,blue,Poland,,,03/05/2021,"Połczyńska 33 - 01-377 Warszawa, Bemowo (Polska)","['ABS', 'Central locking', 'Electric rear windows', 'ASR (traction control)', 'Rear parking sensors', 'Multifunction steering wheel', 'Bluetooth', 'Electrochromic rear view mirror', 'Heated side mirrors', 'Rear side airbags', 'Passengers airbag', 'Parking assistant', 'Electrically adjustable seats', 'Daytime running lights', 'Automatic air conditioning', 'Alloy wheels', 'Electrically adjustable mirrors', 'Immobilizer', 'GPS navigation', 'Fog lights', 'Power steering', 'Isofix', 'Rear view camera', 'LED lights', 'Start-Stop system', 'Drivers airbag', 'Lane assistant', 'USB socket', 'Factory radio', 'Dual zone air conditioning', 'Rain sensor', 'Electric front windows', 'On-board computer', 'Heated front seats', 'Cruise control', 'Twilight sensor', 'Electrochromic side mirrors', 'Speed limiter', 'ESP(stabilization of the track)', 'Air curtains', 'Front parking sensors', 'Blind spot sensor', 'Front side airbags', 'MP3', 'Leather upholstery']"
418,209890,PLN,New,Alfa Romeo,Stelvio,2.0 Turbo Veloce Q4,,2021,2.0,280.0,1995.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,5.0,blue,Poland,,,03/05/2021,"Połczyńska 33 - 01-377 Warszawa, Bemowo (Polska)","['ABS', 'Central locking', 'Electric rear windows', 'ASR (traction control)', 'Rear parking sensors', 'Multifunction steering wheel', 'Bluetooth', 'Electrochromic rear view mirror', 'Heated side mirrors', 'Rear side airbags', 'Passengers airbag', 'Parking assistant', 'Electrically adjustable seats', 'Daytime running lights', 'Automatic air conditioning', 'Alloy wheels', 'Electrically adjustable mirrors', 'Immobilizer', 'GPS navigation', 'Fog lights', 'Power steering', 'Isofix', 'Rear view camera', 'LED lights', 'Start-Stop system', 'Drivers airbag', 'Lane assistant', 'USB socket', 'Factory radio', 'Dual zone air conditioning', 'Rain sensor', 'Electric front windows', 'On-board computer', 'Heated front seats', 'Cruise control', 'Twilight sensor', 'Electrochromic side mirrors', 'Speed limiter', 'ESP(stabilization of the track)', 'Air curtains', 'Front parking sensors', 'Blind spot sensor', 'Front side airbags', 'MP3', 'Leather upholstery']"
419,14999,PLN,Used,Alfa Romeo,159,,,2007,224000.0,149.0,1910.0,Diesel,159.0,Front wheels,Manual,sedan,4.0,black,France,,01/07/2007,27/04/2021,"Kielce, Świętokrzyskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Electric rear windows', 'Dual zone air conditioning', 'Airbag protecting the knees', 'Xenon lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Isofix', 'On-board computer', 'Front side airbags', 'Leather upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Rear parking sensors', 'Automatic air conditioning', 'Air curtains', 'Fog lights', 'Cruise control']"
420,9800,PLN,Used,Alfa Romeo,159,1.9JTDM Impression,,2007,220000.0,120.0,1910.0,Diesel,,Front wheels,Manual,station_wagon,4.0,black,,,,27/04/2021,"Płock, Mazowieckie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Front parking sensors', 'Electrochromic rear view mirror', 'Airbag protecting the knees', 'Daytime running lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Rear parking sensors', 'Electric rear windows', 'Front side airbags', 'Fog lights', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Electrochromic side mirrors', 'Dual zone air conditioning', 'Rear side airbags', 'Leather upholstery']"
421,29900,PLN,Used,Alfa Romeo,159,1.9JTDM ti,,2008,217755.0,150.0,1910.0,Diesel,159.0,Front wheels,Manual,sedan,4.0,white,Germany,,,03/05/2021,"Kwiatkowice, łaski, Łódzkie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Rear parking sensors', 'Electric rear windows', 'USB socket', 'Dual zone air conditioning', 'MP3', 'Airbag protecting the knees', 'Fog lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Bluetooth', 'Electrochromic side mirrors', 'ESP(stabilization of the track)', 'Isofix', 'On-board computer', 'GPS navigation', 'Front side airbags', 'Leather upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Twilight sensor', 'Electrochromic rear view mirror', 'AUX socket', 'Automatic air conditioning', 'Air curtains', 'Heated side mirrors', 'Rear side airbags', 'Cruise control']"
422,15000,PLN,Used,Alfa Romeo,159,1.9JTDM Distinctive,,2007,265000.0,150.0,1910.0,Diesel,159.0,Front wheels,Manual,sedan,4.0,other,,,,27/04/2021,"Proszowice, proszowicki, Małopolskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Alloy wheels', 'Rain sensor', 'Rear parking sensors', 'Electric rear windows', 'Dual zone air conditioning', 'Air curtains', 'Heated side mirrors', 'Front side airbags', 'Leather upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'ASR (traction control)', 'Twilight sensor', 'Electrochromic side mirrors', 'Isofix', 'Manual air conditioning', 'MP3', 'Heated front seats', 'Rear side airbags', 'Cruise control', 'Central locking', 'Immobilizer', 'Power steering', 'Bluetooth', 'Front parking sensors', 'Electrochromic rear view mirror', 'Automatic air conditioning', 'On-board computer', 'Heated windscreen', 'Airbag protecting the knees', 'Tinted windows', 'Multifunction steering wheel']"
423,21900,PLN,Used,Alfa Romeo,Mito,,,2011,66900.0,105.0,1368.0,Gasoline,,Front wheels,Manual,city_cars,3.0,red,,,,27/04/2021,"Orzesze, mikołowski, Śląskie, Centrum","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Bluetooth', 'USB socket', 'Dual zone air conditioning', 'Airbag protecting the knees', 'Fog lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rear parking sensors', 'Isofix', 'On-board computer', 'Start-Stop system', 'Velor upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'AUX socket', 'Automatic air conditioning', 'Heated front seats', 'Daytime running lights', 'Cruise control']"
424,30500,PLN,Used,Alfa Romeo,Giulietta,1.6 JTDM Distinctive,,2013,112594.0,105.0,1598.0,Diesel,114.0,Front wheels,Manual,compact,5.0,black,,,28/03/2013,03/05/2021,"Łódź, Łódzkie, Widzew","['ABS', 'Electric front windows', 'Passengers airbag', 'Alloy wheels', 'Bluetooth', 'ESP(stabilization of the track)', 'Isofix', 'Manual air conditioning', 'DVD player', 'Tinted windows', 'LED lights', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Factory radio', 'ASR (traction control)', 'Rain sensor', 'AUX socket', 'Automatic air conditioning', 'On-board computer', 'Auxiliary heating', 'Start-Stop system', 'Fog lights', 'Active cruise control', 'Central locking', 'Drivers airbag', 'Power steering', 'Parking assistant', 'Electrochromic rear view mirror', 'USB socket', 'Dual zone air conditioning', 'MP3', 'Heated windscreen', 'Daytime running lights', 'Velor upholstery', 'TV tuner']"
425,31000,PLN,Used,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,,2012,127000.0,170.0,1368.0,Gasoline,134.0,Front wheels,Manual,compact,5.0,brown,,,,26/04/2021,"Siedlce, Mazowieckie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Rain sensor', 'Rear parking sensors', 'Electric rear windows', 'SD socket', 'Isofix', 'On-board computer', 'DVD player', 'Heated front seats', 'Start-Stop system', 'Fog lights', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Parking assistant', 'Blind spot sensor', 'Electrochromic side mirrors', 'ESP(stabilization of the track)', 'USB socket', 'Automatic air conditioning', 'Air curtains', 'Speed limiter', 'Tinted windows', 'Daytime running lights', 'Xenon lights', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Bluetooth', 'Twilight sensor', 'Electrochromic rear view mirror', 'AUX socket', 'HUD(head-up display)', 'Dual zone air conditioning', 'GPS navigation', 'Heated side mirrors', 'Adjustable suspension', 'LED lights', 'Leather upholstery']"
426,13900,PLN,Used,Alfa Romeo,159,,,2006,275143.0,200.0,2387.0,Diesel,,Front wheels,Manual,sedan,4.0,other,Netherlands,,28/09/2006,02/05/2021,"Gozdy, sieradzki, Łódzkie","['ABS', 'Electric front windows', 'Passengers airbag', 'Alarm', 'Rear parking sensors', 'Sunroof', 'Cruise control', 'CD', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Electric rear windows', 'Fog lights', 'Multifunction steering wheel', 'Central locking', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Front side airbags', 'Leather upholstery']"
427,23800,PLN,Used,Alfa Romeo,Giulietta,1.4 TB MultiAir Distinctive,,2011,176000.0,170.0,1368.0,Gasoline,134.0,Front wheels,Manual,compact,5.0,black,,,04/10/2011,26/04/2021,"Karolina, sieradzki, Łódzkie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Rear parking sensors', 'ESP(stabilization of the track)', 'USB socket', 'Dual zone air conditioning', 'MP3', 'Airbag protecting the knees', 'Start-Stop system', 'Fog lights', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rain sensor', 'Electrochromic side mirrors', 'AUX socket', 'Isofix', 'On-board computer', 'GPS navigation', 'Front side airbags', 'Daytime running lights', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Twilight sensor', 'Electric rear windows', 'SD socket', 'Automatic air conditioning', 'Air curtains', 'Speed limiter', 'Rear side airbags', 'LED lights', 'Multifunction steering wheel']"
428,17500,PLN,Used,Alfa Romeo,Mito,1.3 JTDM,,2009,201857.0,90.0,1248.0,Diesel,,Front wheels,Manual,small_cars,3.0,white,,,,26/04/2021,"Krosno, Podkarpackie",[]
429,17900,PLN,Used,Alfa Romeo,159,2.0JTDM Sport Plus,,2011,210000.0,170.0,1956.0,Diesel,,,Manual,station_wagon,4.0,black,,,,26/04/2021,"Dąbrowa Górnicza, Śląskie",[]
430,3000,PLN,Used,Alfa Romeo,147,1.6 T.S Progression,,2002,185000.0,105.0,1598.0,Gasoline,,Front wheels,Manual,compact,3.0,black,,,22/08/2002,26/04/2021,"Bielsko-Biała, Śląskie","['ABS', 'Electric front windows', 'Passengers airbag', 'Alarm', 'Manual air conditioning', 'CD', 'Electrically adjustable mirrors', 'Factory radio', 'Alloy wheels', 'Front side airbags', 'Central locking', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Velor upholstery']"
431,38900,PLN,Used,Alfa Romeo,Giulietta,,,2013,129000.0,170.0,1956.0,Diesel,119.0,Front wheels,Automatic,compact,5.0,red,Italy,Yes,20/04/2013,26/04/2021,"Południowa 18 - 42-100 Lgota, kłobucki, Śląskie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Twilight sensor', 'ESP(stabilization of the track)', 'USB socket', 'Dual zone air conditioning', 'Shift paddles', 'Airbag protecting the knees', 'Tinted windows', 'LED lights', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Bluetooth', 'Rear parking sensors', 'AUX socket', 'Isofix', 'On-board computer', 'MP3', 'Front side airbags', 'Start-Stop system', 'Fog lights', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Rain sensor', 'Electric rear windows', 'SD socket', 'Automatic air conditioning', 'Air curtains', 'Heated side mirrors', 'Rear side airbags', 'Daytime running lights', 'Leather upholstery']"
432,12900,PLN,Used,Alfa Romeo,159,1.9 JTDM 16V DPF,,2007,187000.0,150.0,1910.0,Diesel,157.0,Front wheels,Manual,station_wagon,4.0,silver,Germany,,11/05/2015,26/04/2021,"Warszawa, Mazowieckie, Bemowo","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Rain sensor', 'Rear parking sensors', 'Isofix', 'On-board computer', 'GPS navigation', 'Airbag protecting the knees', 'Start-Stop system', 'Velor upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Twilight sensor', 'Electrochromic rear view mirror', 'Automatic air conditioning', 'Air curtains', 'Speed limiter', 'Front side airbags', 'Fog lights', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Front parking sensors', 'Electric rear windows', 'Dual zone air conditioning', 'MP3', 'Heated side mirrors', 'Rear side airbags', 'Xenon lights', 'Multifunction steering wheel']"
433,4500,PLN,Used,Alfa Romeo,147,,,2004,159196.0,105.0,1598.0,Gasoline,,Front wheels,Manual,compact,3.0,red,,,,26/04/2021,"Modlińska 328 - 03-152 Warszawa, Białołęka (Polska)","['ABS', 'On-board computer', 'Passengers airbag', 'Factory radio', 'Alloy wheels', 'Multifunction steering wheel', 'Drivers airbag', 'CD', 'Electrically adjustable mirrors', 'Power steering', 'Front side airbags', 'Automatic air conditioning']"
434,74499,PLN,New,Alfa Romeo,Giulietta,,,2020,1.0,120.0,1368.0,Gasoline,,Front wheels,Manual,compact,5.0,gray,Poland,,,02/05/2021,"ul. Stalowa 16 - 41-506 Chorzów, Śląskie (Polska)","['ABS', 'Bluetooth', 'Electric front windows', 'USB socket', 'Multifunction steering wheel', 'On-board computer', 'Heated side mirrors', 'Front side airbags', 'Daytime running lights', 'Alloy wheels', 'Central locking', 'Electric rear windows', 'Immobilizer', 'Automatic air conditioning', 'Air curtains', 'Drivers airbag', 'Tinted windows', 'Start-Stop system', 'ASR (traction control)', 'Electrically adjustable mirrors', 'ESP(stabilization of the track)', 'Isofix', 'Dual zone air conditioning', 'MP3', 'Passengers airbag', 'Factory radio', 'Power steering']"
435,174299,PLN,New,Alfa Romeo,Giulia,,,2020,1.0,200.0,1995.0,Gasoline,,Rear wheels,Automatic,sedan,4.0,blue,Poland,,,02/05/2021,"ul. Stalowa 16 - 41-506 Chorzów, Śląskie (Polska)","['ABS', 'Alarm', 'Twilight sensor', 'Electrically adjustable mirrors', 'ESP(stabilization of the track)', 'Isofix', 'Automatic air conditioning', 'Xenon lights', 'GPS navigation', 'Passengers airbag', 'LED lights', 'AUX socket', 'Alloy wheels', 'Bluetooth', 'Front parking sensors', 'Electric front windows', 'USB socket', 'Rear view camera', 'Dual zone air conditioning', 'Air curtains', 'Heated side mirrors', 'Front side airbags', 'Start-Stop system', 'Power steering', 'ASR (traction control)', 'Central locking', 'Rear parking sensors', 'Electric rear windows', 'Immobilizer', 'Multifunction steering wheel', 'On-board computer', 'MP3', 'Drivers airbag', 'Factory radio', 'Cruise control']"
436,134900,PLN,Used,Alfa Romeo,Stelvio,2.0 Turbo Super Q4,,2018,25205.0,200.0,1995.0,Gasoline,161.0,4x4 (permanent),Automatic,SUV,5.0,blue,Poland,Yes,18/06/2019,02/05/2021,"ul. Gorzysława 9 - 61-057 Poznań, Nowe Miasto (Polska)","['ABS', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rear parking sensors', 'ESP(stabilization of the track)', 'Isofix', 'Dual zone air conditioning', 'Tinted windows', 'LED lights', 'Active cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Electric rear windows', 'AUX socket', 'Rear view camera', 'Air curtains', 'Start-Stop system', 'Fog lights', 'Multifunction steering wheel', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Front parking sensors', 'Electrically adjustable seats', 'USB socket', 'Automatic air conditioning', 'Front side airbags', 'Daytime running lights', 'Xenon lights']"
437,250699,PLN,New,Alfa Romeo,Stelvio,,,2020,1.0,280.0,1995.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,5.0,red,Poland,,,02/05/2021,"ul. Stalowa 16 - 41-506 Chorzów, Śląskie (Polska)","['ABS', 'Alarm', 'Twilight sensor', 'Electrically adjustable mirrors', 'Electrically adjustable seats', 'Immobilizer', 'Multifunction steering wheel', 'On-board computer', 'GPS navigation', 'Passengers airbag', 'Leather upholstery', 'Cruise control', 'Alloy wheels', 'Bluetooth', 'Front parking sensors', 'Electric front windows', 'ESP(stabilization of the track)', 'Isofix', 'Automatic air conditioning', 'Xenon lights', 'Heated side mirrors', 'Front side airbags', 'LED lights', 'AUX socket', 'ASR (traction control)', 'Central locking', 'Rear parking sensors', 'Electric rear windows', 'USB socket', 'Rear view camera', 'Dual zone air conditioning', 'MP3', 'Drivers airbag', 'Factory radio', 'Start-Stop system', 'Power steering']"
